Date,Mode,Home Zip Code,Employee Count,Trip Count,Distance,Map Point
02/10/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/10/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/10/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/10/2014,Bus,90035,1,2,7.06,"90035
(34.05421027100044, -118.38387767499972)"
02/10/2014,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/10/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/10/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/10/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/11/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/11/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/11/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/11/2014,Skate,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/11/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/11/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/11/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/11/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/11/2014,Carpool (2),90301,1,2,9.13,"90301
(33.95672138200047, -118.35448805799967)"
02/11/2014,Bicycle,90403,4,8,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/11/2014,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/11/2014,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
02/11/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/11/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/11/2014,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/11/2014,"Walk, Jog, Run",90405,2,4,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/11/2014,Bicycle,90405,9,18,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/11/2014,Bus,90404,1,1,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/11/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/11/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/11/2014,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
02/11/2014,Carpool (2),91387,2,4,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/11/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/11/2014,"Walk, Jog, Run",90401,4,8,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/11/2014,"Walk, Jog, Run",90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/12/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/12/2014,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/12/2014,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/12/2014,Scooter,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/12/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/12/2014,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/12/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/12/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/12/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/12/2014,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/12/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/12/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/12/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/12/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/12/2014,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/12/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/12/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/12/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/12/2014,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
02/12/2014,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/12/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/12/2014,Bus,90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/12/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/12/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/12/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/12/2014,Bicycle,90405,10,20,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/12/2014,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
02/12/2014,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/13/2014,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/13/2014,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/13/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/13/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/13/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/13/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/13/2014,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
02/13/2014,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/13/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/13/2014,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
02/13/2014,Bicycle,90405,12,24,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/13/2014,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/13/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/13/2014,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/13/2014,"Walk, Jog, Run",90401,3,6,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/13/2014,Scooter,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/13/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/13/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/13/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/13/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/13/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/13/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/13/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/13/2014,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/13/2014,Carpool (2),90270,1,2,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/13/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/13/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/14/2014,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/14/2014,Bicycle,90405,9,18,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/14/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/14/2014,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/14/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/14/2014,Bicycle,90403,4,7,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/14/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/14/2014,Carpool (2),90270,1,1,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/14/2014,Carpool (2),91387,2,4,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/14/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/14/2014,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/14/2014,Carpool (2),90403,1,1,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/14/2014,Bicycle,90404,2,4,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/14/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/14/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/14/2014,"Walk, Jog, Run",90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/14/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/14/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/14/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/14/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/15/2014,Bicycle,90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/15/2014,"Walk, Jog, Run",90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/16/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/16/2014,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/17/2014,"Walk, Jog, Run",90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/17/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/17/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/17/2014,Carpool (3+),91387,2,4,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/17/2014,Bicycle,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/17/2014,Bicycle,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/17/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/18/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/18/2014,Carpool (2),90291,1,1,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/18/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/18/2014,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/18/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/18/2014,Bicycle,90403,5,10,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/18/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/18/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/18/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/18/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/18/2014,Carpool (2),90301,1,2,9.13,"90301
(33.95672138200047, -118.35448805799967)"
02/18/2014,Bicycle,90405,8,16,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/18/2014,Carpool (3+),91387,2,4,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/18/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/18/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/18/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/18/2014,Bus,90404,1,1,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/18/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/18/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/18/2014,"Walk, Jog, Run",90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/18/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/18/2014,"Walk, Jog, Run",90401,3,6,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/18/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/18/2014,Carpool (2),90270,1,1,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/18/2014,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
02/19/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/19/2014,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/19/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/19/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/19/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/19/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/19/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/19/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/19/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/19/2014,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/19/2014,Bus,90404,1,1,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/19/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/19/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/19/2014,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
02/19/2014,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/19/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/19/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/19/2014,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
02/19/2014,Bicycle,90405,9,18,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/19/2014,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/19/2014,Bicycle,90403,4,8,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/19/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/19/2014,Carpool (2),90270,1,1,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/19/2014,Carpool (2),90301,1,2,9.13,"90301
(33.95672138200047, -118.35448805799967)"
02/19/2014,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/19/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/19/2014,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
02/19/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/19/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/20/2014,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/20/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/20/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/20/2014,Carpool (2),91326,1,2,19.57,"91326
(34.27493220500048, -118.55013931099973)"
02/20/2014,Bus,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/20/2014,Carpool (2),90270,1,1,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/20/2014,Carpool (2),90291,1,1,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/20/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/20/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/20/2014,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/20/2014,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/20/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/20/2014,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
02/20/2014,Bicycle,90405,8,16,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/20/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/20/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/20/2014,Scooter,90403,1,1,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/20/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/20/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/20/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/20/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/20/2014,"Walk, Jog, Run",90401,3,6,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/20/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/20/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
02/20/2014,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
02/20/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/20/2014,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/20/2014,Bus,90404,1,1,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/20/2014,Carpool (2),90301,1,2,9.13,"90301
(33.95672138200047, -118.35448805799967)"
02/20/2014,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/21/2014,Carpool (2),91387,2,3,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/21/2014,Bicycle,90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/21/2014,Bicycle,90405,2,4,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/21/2014,"Walk, Jog, Run",90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/21/2014,Carpool (2),91722,1,2,35.81,"91722
(34.09580066400048, -117.90580975499972)"
02/21/2014,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
02/21/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/21/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/21/2014,Bicycle,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/22/2014,"Walk, Jog, Run",90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/23/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/23/2014,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/24/2014,Bus,90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/24/2014,Carpool (2),90064,1,2,4.34,"90064
(34.035413777000485, -118.4321767559997)"
02/24/2014,"Walk, Jog, Run",90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/24/2014,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/24/2014,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
02/24/2014,Carpool (2),90270,1,1,18.58,"90270
(33.98850075300044, -118.1889476929997)"
02/24/2014,Carpool (3+),91387,2,4,28.65,"91387
(34.419242873000485, -118.43515742999972)"
02/24/2014,Bus,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/24/2014,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
02/24/2014,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
02/24/2014,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/24/2014,Bicycle,90405,10,20,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/24/2014,Carpool (3+),93534,2,4,54.65,"93534
(34.68758172200046, -118.1496775339997)"
02/24/2014,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/24/2014,Bus,90404,1,1,1.38,"90404
(34.02784043300045, -118.4747187049997)"
02/24/2014,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
02/24/2014,Bicycle,90230,1,2,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/24/2014,Scooter,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
02/24/2014,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
02/24/2014,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
02/24/2014,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
02/24/2014,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
02/24/2014,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
02/24/2014,Carpool (2),91384,1,2,39.06,"91384
(34.473090526000476, -118.63594882399968)"
02/24/2014,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
02/24/2014,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
02/24/2014,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
